feature,importance
era5_v10_daily_mean_max_std_7d,2.3483657965506946
glofas_discharge_std,1.7277505423650756
cumulative_monsoon_rainfall,1.6698851943614454
era5_u10_daily_mean_std_mean_14d,1.6507061314411036
era5_v10_daily_mean_std_std_7d,1.605621643929945
era5_swvl2_daily_mean_std_soil_moisture_lag_1d,1.5258690102475656
era5_v10_daily_mean_max_mean_7d,1.4701977189188127
era5_v10_daily_mean_max_mean_14d,1.3807909966644945
era5_sro_daily_total_std_runoff_lag_3d,1.3664522392563974
era5_u10_daily_mean_mean_std_14d,1.3544958716062494
discharge_mean_30d,1.3501947517612682
era5_sp_daily_mean_max,1.3176971453585284
era5_u10_daily_mean_max_std_14d,1.2901382001919266
era5_e_daily_total_min_trend_7d,1.2893896625649075
era5_swvl2_daily_mean_mean_soil_moisture_lag_3d,1.271698412148566
era5_swvl1_daily_mean_std,1.2708850646091885
month,1.2377851917320413
era5_sp_daily_mean_std,1.1392798984116361
discharge_change_1d,1.0898766749329594
era5_swvl2_daily_mean_std_soil_moisture_lag_7d,1.079480618745926
era5_v10_daily_mean_std_mean_14d,1.011209760385434
era5_v10_daily_mean_min_mean_14d,0.9904419180727009
glofas_discharge_mean,0.9804362581468232
era5_sp_daily_mean_mean_anomaly,0.9455390584141465
era5_t2m_daily_mean_std,0.9379170461473947
rainfall_total_30d,0.8852926255746871
rainfall_mean_30d,0.8852926255746806
era5_sp_daily_mean_mean,0.8826398551488982
era5_u10_daily_mean_min_std_7d,0.8816684502820348
era5_swvl2_daily_mean_max,0.8766932814123132
era5_v10_daily_mean_mean_mean_7d,0.8688796727952302
rainfall_total_7d,0.8651576092165234
rainfall_mean_7d,0.8651576092165199
era5_sro_daily_total_mean_runoff_lag_3d,0.8503328843004119
glofas_discharge_max,0.8140847074600795
era5_u10_daily_mean_min_mean_7d,0.812848311886166
era5_swvl2_daily_mean_mean_soil_moisture_lag_7d,0.8063218788047268
era5_u10_daily_mean_min_std_14d,0.770704228660633
era5_u10_daily_mean_std,0.7620879426588301
era5_u10_daily_mean_std_std_14d,0.7239204632718952
era5_swvl1_daily_mean_std_soil_moisture_lag_1d,0.7232477214576781
era5_sp_daily_mean_min,0.7214778929423428
era5_sro_daily_total_max_runoff_lag_3d,0.7202407174724477
era5_swvl2_daily_mean_std_soil_moisture_lag_3d,0.7166117741654736
era5_u10_daily_mean_max_mean_14d,0.7150400178709486
era5_swvl2_daily_mean_max_soil_moisture_lag_1d,0.7067528612011362
glofas_discharge_max_discharge_lag_14d,0.6994279780381305
discharge_mean_3d,0.6938799414133143
era5_t2m_daily_mean_mean,0.6919027335078317
era5_swvl1_daily_mean_mean,0.6901277373102982
era5_v10_daily_mean_std_mean_7d,0.6896244436855479
era5_swvl1_daily_mean_max_soil_moisture_lag_3d,0.6832635455069423
glofas_discharge_max_discharge_lag_1d,0.6818286122850278
era5_v10_daily_mean_std,0.6692427326828864
era5_v10_daily_mean_min_mean_7d,0.6647025440967209
is_monsoon,0.6341727321767417
