feature,importance
era5_sp_daily_mean_max,2.5883255839049197
era5_v10_daily_mean_min_mean_14d,2.3463169825340566
era5_v10_daily_mean_max_mean_14d,2.141709762476975
era5_e_daily_total_min,1.9413176025968502
month,1.6388859919033623
era5_sp_daily_mean_mean,1.612058116675582
era5_e_daily_total_std,1.5544005808187444
era5_u10_daily_mean_mean_std_14d,1.5195378501654744
era5_pev_daily_mean_mean,1.4754887337365439
era5_v10_daily_mean_mean_mean_14d,1.189808488968064
era5_u10_daily_mean_max_std_14d,1.183008435144782
era5_v10_daily_mean_std_mean_7d,1.1074073691142934
era5_t2m_daily_mean_min,1.0301449782564376
era5_pev_daily_mean_max,0.9461032188987792
era5_t2m_daily_mean_std,0.928928705969517
era5_u10_daily_mean_min_mean_14d,0.9200402225538142
era5_v10_daily_mean_max_std_14d,0.9122618883856715
era5_sp_daily_mean_std,0.854958646616634
rainfall_total_30d,0.8023495495127976
rainfall_mean_30d,0.8023495495127945
era5_sp_daily_mean_mean_anomaly,0.8014026718832088
era5_v10_daily_mean_min_mean_7d,0.7866503242631209
era5_v10_daily_mean_std_std_14d,0.769340285700671
era5_v10_daily_mean_max_std_7d,0.7523322411216988
era5_v10_daily_mean_max_mean_7d,0.6897431622212914
era5_sp_daily_mean_min,0.6897168565532926
era5_t2m_daily_mean_mean,0.6504720838517067
era5_e_daily_total_mean,0.6257733845185264
era5_u10_daily_mean_std_std_14d,0.5850912227182057
era5_u10_daily_mean_min,0.5616988414247203
rainfall_mean_14d,0.5493632663448228
rainfall_total_14d,0.5493632663448222
era5_sp_daily_mean_max_anomaly,0.5417995666863333
era5_u10_daily_mean_std,0.5166644299193857
era5_u10_daily_mean_mean_mean_7d,0.510405922953124
era5_v10_daily_mean_std_mean_14d,0.5077062686465427
era5_v10_daily_mean_std_std_7d,0.4913669502697964
era5_v10_daily_mean_max,0.48721254522666324
day_of_year,0.4822175670177866
era5_v10_daily_mean_mean_mean_7d,0.4378603333060929
era5_pev_daily_mean_std,0.40844959875564285
rainfall_anomaly,0.3858879197822134
era5_v10_daily_mean_mean,0.37563278582790705
era5_u10_daily_mean_std_std_7d,0.36796792804863065
era5_v10_daily_mean_min,0.3660580097232937
era5_u10_daily_mean_min_mean_7d,0.36200953915424905
era5_pev_daily_mean_min,0.3466290736422774
era5_u10_daily_mean_max,0.3335414127501553
era5_e_daily_total_max,0.32185706885197646
era5_u10_daily_mean_std_mean_7d,0.3199766083704566
era5_tp_daily_total_max,0.2987931527330532
is_monsoon,0.29023858473442443
era5_u10_daily_mean_min_std_14d,0.28958374200519976
era5_u10_daily_mean_max_mean_14d,0.2851815227107117
era5_v10_daily_mean_mean_std_7d,0.26573255012759567
era5_u10_daily_mean_max_std_7d,0.25837459032534543
era5_u10_daily_mean_min_std_7d,0.25421020468374556
era5_e_daily_total_std_trend_7d,0.24783613336184568
era5_tp_daily_total_std,0.23731716892657062
era5_v10_daily_mean_min_std_7d,0.2336124056691755
era5_tp_daily_total_mean,0.22916279672637055
rainfall_intensity,0.22916279672637055
era5_t2m_daily_mean_max,0.22138278064996753
era5_e_daily_total_mean_trend_7d,0.19745223253040783
era5_v10_daily_mean_min_std_14d,0.19061995770929033
era5_u10_daily_mean_mean_mean_14d,0.16707919911871433
era5_tp_daily_total_min,0.1604577632872784
rainfall_mean_7d,0.15984662846021933
rainfall_total_7d,0.15984662846021486
era5_v10_daily_mean_mean_std_14d,0.1539813189346319
cumulative_monsoon_rainfall,0.14949384265118823
era5_u10_daily_mean_std_mean_14d,0.14223452680351514
era5_sp_daily_mean_min_anomaly,0.13302921315173297
era5_u10_daily_mean_mean_std_7d,0.11627881014563088
era5_sp_daily_mean_std_anomaly,0.11597286824901389
era5_u10_daily_mean_max_mean_7d,0.08037869957972263
era5_v10_daily_mean_std,0.07160418842194977
era5_e_daily_total_max_trend_7d,0.03336370971265863
era5_e_daily_total_min_trend_7d,0.02810264383093963
rainfall_total_3d,0.02376236533708816
rainfall_mean_3d,0.0237623653370848
era5_u10_daily_mean_mean,0.007516023178008782
terrain_slope_max,3.281952947729849e-13
terrain_elevation_std,2.0512205923311556e-14
terrain_slope_std,2.0512205923311556e-14
terrain_elevation_mean,1.0256102961655778e-14
terrain_slope_mean,1.0256102961655778e-14
terrain_elevation_min,0.0
terrain_elevation_max,0.0
terrain_local_relief_p95_p05,0.0
