feature,importance
era5_v10_daily_mean_max_mean_14d,2.3093994798940054
era5_sp_daily_mean_max,2.160938854281335
era5_v10_daily_mean_min_mean_14d,1.7777419939589212
era5_t2m_daily_mean_mean,1.7396942160161635
era5_pev_daily_mean_mean,1.6385416077878943
era5_pev_daily_mean_std,1.5267591513718333
era5_sp_daily_mean_mean,1.505384833251466
era5_u10_daily_mean_min_mean_14d,1.3572006463814648
day_of_year,1.3242933358923508
era5_u10_daily_mean_max_std_14d,1.2849768776262818
era5_u10_daily_mean_mean_std_14d,1.197425341448339
era5_v10_daily_mean_std_std_14d,1.12193128495987
era5_sp_daily_mean_max_anomaly,1.1160450666837234
era5_t2m_daily_mean_min,1.06975695465725
era5_t2m_daily_mean_max,1.03150331297276
era5_v10_daily_mean_max_std_14d,0.937705772944924
era5_u10_daily_mean_mean,0.9321791723478073
era5_v10_daily_mean_max_mean_7d,0.9237461408575502
era5_v10_daily_mean_min_mean_7d,0.9092186291647959
era5_v10_daily_mean_std_mean_7d,0.9032496013637605
is_monsoon,0.8829136703627585
rainfall_mean_30d,0.8531981511208044
rainfall_total_30d,0.8531981511207996
era5_sp_daily_mean_min,0.8377710139631094
era5_v10_daily_mean_max_std_7d,0.7960745619150881
era5_sp_daily_mean_std,0.7798878703992982
era5_pev_daily_mean_max,0.7670168674454995
era5_e_daily_total_std,0.7145336989659442
era5_pev_daily_mean_min,0.691685402622995
rainfall_anomaly,0.6806156234384735
era5_sp_daily_mean_mean_anomaly,0.6741708102624215
era5_u10_daily_mean_mean_mean_14d,0.6544572506134462
era5_v10_daily_mean_mean_mean_7d,0.6308757422629879
era5_e_daily_total_min_trend_7d,0.5973346877850548
era5_v10_daily_mean_min_std_7d,0.570560617940387
rainfall_mean_14d,0.5426111933000404
rainfall_total_14d,0.5426111933000398
era5_v10_daily_mean_mean_std_14d,0.4994837677587577
era5_t2m_daily_mean_std,0.4830254980526822
era5_u10_daily_mean_std_mean_14d,0.47938191800770924
era5_u10_daily_mean_min_std_14d,0.46637147860324785
era5_v10_daily_mean_mean_mean_14d,0.46438871064211323
era5_v10_daily_mean_std_mean_14d,0.4632557869197019
era5_u10_daily_mean_min,0.4453322217281072
era5_e_daily_total_max,0.44173980746017727
era5_u10_daily_mean_std_std_14d,0.4349953068781688
era5_u10_daily_mean_std,0.38669386568480735
era5_tp_daily_total_mean,0.3557642454721812
rainfall_intensity,0.3557642454721812
era5_u10_daily_mean_min_std_7d,0.3316046033704018
cumulative_monsoon_rainfall,0.2741892497721932
era5_v10_daily_mean_min_std_14d,0.23901482164422883
era5_v10_daily_mean_max,0.21267947337959095
era5_v10_daily_mean_std_std_7d,0.19589881125103217
era5_u10_daily_mean_max_mean_14d,0.1954870648756653
era5_e_daily_total_mean_trend_7d,0.1950007493261769
month,0.1892951971711358
era5_sp_daily_mean_min_anomaly,0.1865065754382305
era5_v10_daily_mean_mean_std_7d,0.17772901010195905
era5_u10_daily_mean_max,0.16688369327606042
era5_v10_daily_mean_std,0.16449256143961852
rainfall_mean_3d,0.13583900695829842
rainfall_total_3d,0.1358390069582982
era5_tp_daily_total_max,0.1344098117301216
era5_v10_daily_mean_min,0.12733220037972898
era5_e_daily_total_min,0.12390384396402691
era5_u10_daily_mean_max_std_7d,0.12332505087191144
era5_u10_daily_mean_max_mean_7d,0.12181514131037612
era5_u10_daily_mean_mean_std_7d,0.11400184978240584
rainfall_mean_7d,0.11111453192059055
rainfall_total_7d,0.11111453192058607
era5_e_daily_total_mean,0.10361157465174546
era5_tp_daily_total_min,0.10109169431325321
era5_u10_daily_mean_mean_mean_7d,0.10006712223781793
era5_sp_daily_mean_std_anomaly,0.0786524507765395
era5_u10_daily_mean_min_mean_7d,0.07454644360626238
era5_tp_daily_total_std,0.06094143598713825
era5_u10_daily_mean_std_std_7d,0.03270332797647384
era5_v10_daily_mean_mean,0.0287723109591539
era5_e_daily_total_std_trend_7d,0.01268245424319351
era5_e_daily_total_max_trend_7d,0.010566444410616273
era5_u10_daily_mean_std_mean_7d,0.005231731550005252
terrain_slope_max,2.6746754127359554e-13
terrain_elevation_std,1.671672132959972e-14
terrain_slope_std,1.671672132959972e-14
terrain_elevation_mean,8.35836066479986e-15
terrain_slope_mean,8.35836066479986e-15
terrain_elevation_min,0.0
terrain_elevation_max,0.0
terrain_local_relief_p95_p05,0.0
