feature,importance
rainfall_total_14d,0.0851234358912399
rainfall_mean_14d,0.0812778935850056
rainfall_total_30d,0.07798967175492753
rainfall_mean_30d,0.07634454592769811
era5_sp_daily_mean_mean,0.04827494864526911
rainfall_total_7d,0.04656186731343557
era5_sp_daily_mean_max,0.04322721831219397
is_monsoon,0.03734974946523376
era5_t2m_daily_mean_std,0.03400187891514147
rainfall_mean_7d,0.03354455317280559
era5_e_daily_total_mean,0.028184818991661018
era5_t2m_daily_mean_min,0.026610947465407018
cumulative_monsoon_rainfall,0.023737442582090394
rainfall_total_3d,0.022891880954237106
day_of_year,0.02247483604756431
era5_v10_daily_mean_max_mean_14d,0.02150513441677147
era5_tp_daily_total_mean,0.019383396956880072
era5_v10_daily_mean_min_mean_14d,0.016179302854651797
rainfall_intensity,0.015379424052167334
era5_sp_daily_mean_min,0.013260315958094189
rainfall_mean_3d,0.011637604355759532
era5_v10_daily_mean_mean_mean_14d,0.010982597329996123
era5_u10_daily_mean_max_std_14d,0.010697165098372256
era5_t2m_daily_mean_mean,0.008879526296555402
month,0.008443471582396878
era5_v10_daily_mean_max_mean_7d,0.006779147736125357
era5_u10_daily_mean_std_std_14d,0.006710381936832302
era5_u10_daily_mean_max_mean_14d,0.006598561261967929
era5_t2m_daily_mean_max,0.006227534920677682
era5_u10_daily_mean_mean_std_14d,0.0056152666684657045
era5_u10_daily_mean_min_mean_14d,0.00555707096768938
era5_v10_daily_mean_max_std_14d,0.005476512728742706
era5_u10_daily_mean_std_mean_14d,0.005141675731136264
era5_v10_daily_mean_std_std_14d,0.004934904605845403
era5_u10_daily_mean_min_std_14d,0.004760767223934526
era5_v10_daily_mean_mean_std_14d,0.004711287476419163
era5_tp_daily_total_std,0.00467114694619296
era5_v10_daily_mean_mean_mean_7d,0.00459179837612704
era5_u10_daily_mean_mean_std_7d,0.004457424411559477
era5_v10_daily_mean_std_mean_14d,0.004420253808229801
era5_v10_daily_mean_min_std_14d,0.0041009432529735415
era5_v10_daily_mean_min_mean_7d,0.0039650493508928035
era5_u10_daily_mean_mean_mean_14d,0.0038141609242014116
era5_v10_daily_mean_std_mean_7d,0.003799975787900291
era5_sp_daily_mean_std,0.0034203050039472186
era5_u10_daily_mean_max_std_7d,0.0032898459926816374
era5_pev_daily_mean_mean,0.003232336579584328
era5_u10_daily_mean_std_mean_7d,0.003085396613300682
era5_v10_daily_mean_max,0.0030528377379895302
era5_u10_daily_mean_max_mean_7d,0.0030288445215631266
rainfall_anomaly,0.0029836712611438173
era5_v10_daily_mean_max_std_7d,0.0028535046168590076
era5_tp_daily_total_max,0.0028228153594912716
era5_pev_daily_mean_std,0.002799314785761019
era5_v10_daily_mean_mean_std_7d,0.0025852394422200544
era5_pev_daily_mean_min,0.0025309167361681163
era5_v10_daily_mean_std_std_7d,0.0024686467530608143
era5_v10_daily_mean_mean,0.0023639206288814424
era5_u10_daily_mean_std_std_7d,0.0023187934419168733
era5_sp_daily_mean_std_anomaly,0.0022917166490225827
era5_v10_daily_mean_std,0.002178573367665477
era5_sp_daily_mean_min_anomaly,0.002099541582998941
era5_e_daily_total_max,0.0020678880199922656
era5_v10_daily_mean_min,0.002062504306379985
era5_e_daily_total_mean_trend_7d,0.002037635850457889
era5_u10_daily_mean_min_mean_7d,0.0019476270767714414
era5_e_daily_total_min,0.0019198335474128918
era5_u10_daily_mean_mean_mean_7d,0.0018487574309292295
era5_u10_daily_mean_std,0.0018306303396367553
era5_v10_daily_mean_min_std_7d,0.0018240126538678625
era5_u10_daily_mean_max,0.0016875441413557622
era5_u10_daily_mean_mean,0.001683783515111192
era5_u10_daily_mean_min_std_7d,0.001653785866520494
era5_e_daily_total_min_trend_7d,0.0015608073858509803
era5_e_daily_total_max_trend_7d,0.001470881834556422
era5_e_daily_total_std_trend_7d,0.001373346095062456
era5_sp_daily_mean_max_anomaly,0.0012282181945051053
era5_sp_daily_mean_mean_anomaly,0.0012091716957494162
era5_e_daily_total_std,0.0010675046605817032
era5_u10_daily_mean_min,0.001065614977289805
era5_pev_daily_mean_max,0.0007767392922431373
era5_tp_daily_total_min,0.0
terrain_elevation_mean,0.0
terrain_elevation_min,0.0
terrain_elevation_max,0.0
terrain_elevation_std,0.0
terrain_slope_mean,0.0
terrain_slope_max,0.0
terrain_slope_std,0.0
terrain_local_relief_p95_p05,0.0
