event_id,status,source_mask_path,source_mask_sha256,label_array_sha256,raster_profile,permanent_water_mode,rows,valid_rows,flood_cells,non_flood_cells,permanent_water_cells,nodata_cells,threshold,threshold_method,threshold_alternatives_tested,independent_event,parent_event_id
2019_sindh_monsoon_event_01,processed,/Users/hasaannoor/Desktop/flood_prediction_Indus/outputs/validation/sentinel1/sentinel1_flood_mask_sindh_2019_event1_threshold_24.tif,eb9863d1f290e9c692d996accbe184caea32260d9e2c20deca6d57cc50a6765f,db083e4440b22f8a1b128f48663cf62e1f123ce146a9a67acb7d4042b2043ddb,"{'path': '/Users/hasaannoor/Desktop/flood_prediction_Indus/outputs/validation/sentinel1/sentinel1_flood_mask_sindh_2019_event1_threshold_24.tif', 'crs': 'EPSG:4326', 'width': 17441, 'height': 19000, 'count': 1, 'dtype': 'uint8', 'nodata': None, 'bounds': (66.49994486362947, 23.499927832566684, 71.20019992472804, 28.62032495204796), 'transform': (0.00026949458523585647, 0.0, 66.49994486362947, 0.0, -0.00026949458523585647, 28.62032495204796)}",not_supplied,240,240,17,223,0,0,-3.0,event_specific_fixed_threshold_with_percentile_sensitivity,"[-2.4, -3.0]",True,
