grid_cell_id,row,col,latitude,longitude,in_sindh
sindh_era5_r035_c003,35,3,22.25,65.75,False
sindh_era5_r035_c004,35,4,22.25,66.0,False
sindh_era5_r035_c005,35,5,22.25,66.25,False
sindh_era5_r035_c006,35,6,22.25,66.5,False
sindh_era5_r035_c007,35,7,22.25,66.75,False
sindh_era5_r035_c008,35,8,22.25,67.0,False
sindh_era5_r035_c009,35,9,22.25,67.25,False
sindh_era5_r035_c010,35,10,22.25,67.5,False
sindh_era5_r035_c011,35,11,22.25,67.75,False
sindh_era5_r035_c012,35,12,22.25,68.0,False
sindh_era5_r035_c013,35,13,22.25,68.25,False
sindh_era5_r035_c014,35,14,22.25,68.5,False
sindh_era5_r035_c015,35,15,22.25,68.75,False
sindh_era5_r035_c016,35,16,22.25,69.0,False
sindh_era5_r035_c017,35,17,22.25,69.25,False
sindh_era5_r035_c018,35,18,22.25,69.5,False
sindh_era5_r035_c019,35,19,22.25,69.75,False
sindh_era5_r035_c020,35,20,22.25,70.0,False
sindh_era5_r035_c021,35,21,22.25,70.25,False
sindh_era5_r035_c022,35,22,22.25,70.5,False
sindh_era5_r035_c023,35,23,22.25,70.75,False
sindh_era5_r035_c024,35,24,22.25,71.0,False
sindh_era5_r035_c025,35,25,22.25,71.25,False
sindh_era5_r035_c026,35,26,22.25,71.5,False
sindh_era5_r035_c027,35,27,22.25,71.75,False
sindh_era5_r035_c028,35,28,22.25,72.0,False
sindh_era5_r035_c029,35,29,22.25,72.25,False
sindh_era5_r035_c030,35,30,22.25,72.5,False
sindh_era5_r035_c031,35,31,22.25,72.75,False
sindh_era5_r035_c032,35,32,22.25,73.0,False
sindh_era5_r036_c000,36,0,22.0,65.0,False
sindh_era5_r036_c001,36,1,22.0,65.25,False
sindh_era5_r036_c002,36,2,22.0,65.5,False
sindh_era5_r036_c003,36,3,22.0,65.75,False
sindh_era5_r036_c004,36,4,22.0,66.0,False
sindh_era5_r036_c005,36,5,22.0,66.25,False
sindh_era5_r036_c006,36,6,22.0,66.5,False
sindh_era5_r036_c007,36,7,22.0,66.75,False
sindh_era5_r036_c008,36,8,22.0,67.0,False
sindh_era5_r036_c009,36,9,22.0,67.25,False
sindh_era5_r036_c010,36,10,22.0,67.5,False
sindh_era5_r036_c011,36,11,22.0,67.75,False
sindh_era5_r036_c012,36,12,22.0,68.0,False
sindh_era5_r036_c013,36,13,22.0,68.25,False
sindh_era5_r036_c014,36,14,22.0,68.5,False
sindh_era5_r036_c015,36,15,22.0,68.75,False
sindh_era5_r036_c016,36,16,22.0,69.0,False
sindh_era5_r036_c017,36,17,22.0,69.25,False
sindh_era5_r036_c018,36,18,22.0,69.5,False
sindh_era5_r036_c019,36,19,22.0,69.75,False
sindh_era5_r036_c020,36,20,22.0,70.0,False
sindh_era5_r036_c021,36,21,22.0,70.25,False
sindh_era5_r036_c022,36,22,22.0,70.5,False
sindh_era5_r036_c023,36,23,22.0,70.75,False
sindh_era5_r036_c024,36,24,22.0,71.0,False
sindh_era5_r036_c025,36,25,22.0,71.25,False
sindh_era5_r036_c026,36,26,22.0,71.5,False
sindh_era5_r036_c027,36,27,22.0,71.75,False
sindh_era5_r036_c028,36,28,22.0,72.0,False
sindh_era5_r036_c029,36,29,22.0,72.25,False
sindh_era5_r036_c030,36,30,22.0,72.5,False
sindh_era5_r036_c031,36,31,22.0,72.75,False
sindh_era5_r036_c032,36,32,22.0,73.0,False
